0.01710238	0.003356551	0.031058766	-0.08752892	0.09044993	0.017724989	-0.004202117	0.03463698	-0.54245406	-0.07253481	0.051546358	-0.041619107	0.014980378	-0.04670277	0.025196144	-0.0042558196
0.0045118188	-0.05781164	0.011460735	-0.118062235	0.16751857	-0.021653652	0.027832828	0.06856213	-0.79320276	-0.30374095	0.020877972	-0.031188194	0.049987063	-0.012584758	0.03577718	-0.07495461
-0.13652015	-0.18928215	0.20508538	-0.18722792	0.21494919	-0.13985026	0.19759968	0.14524704	-0.06590622	-0.045560405	-0.11597424	-0.19223894	0.17333284	0.17593938	-0.08564441	-0.1000053
0.59120816	0.575497	-0.4130522	0.4999729	-0.54534197	0.64266497	-0.5634221	-0.58487785	-0.042826407	0.40681309	0.5459408	0.5460002	-0.66492987	-0.65905523	0.62931406	0.44349664
0.030603388	0.018931635	0.081852004	0.01305162	-0.045261588	0.07730753	-0.010157945	-0.0976241	0.1703084	0.14805809	-0.017193038	-0.024361202	-0.021579353	-0.064413704	0.09588802	0.052322384
0.020870436	-0.030356722	0.13747673	0.031906962	0.0018928562	0.036904525	0.012879085	-0.0028158925	0.38699937	0.16675435	-0.022642905	-0.055992287	-0.030940007	0.0429538	0.041628994	0.07961369
0.4568459	0.47649264	-0.2956277	0.488694	-0.43292642	0.46897596	-0.39737776	-0.51966286	0.3184271	0.455086	0.4162579	0.45822895	-0.46995178	-0.48152062	0.4479621	0.4206478
0.07373321	0.0402556	-0.04782005	-0.027199695	0.02373348	0.07531426	-0.015870318	-0.027415337	-0.3481495	-0.06878063	0.00906238	0.05263983	-0.024450088	-0.10080913	0.024695849	-0.04193328
0.5706277	0.48209563	-0.42673233	0.5601601	-0.44279844	0.5572767	-0.5107026	-0.58048284	-0.010046507	0.33932722	0.4807582	0.52492064	-0.6070909	-0.5828753	0.5343557	0.41993585
-0.07057116	-0.012170338	0.09386487	0.017583735	-0.051622715	0.0038389598	0.09553327	0.022753706	0.15937904	0.072038524	-0.017190523	0.025722712	0.018407201	0.005734388	-0.03358067	-0.0013107954
0.4799902	0.54906404	-0.44690016	0.5910334	-0.5794354	0.5195515	-0.49434075	-0.59499866	0.29731387	0.51022434	0.505268	0.55758476	-0.6041185	-0.5468668	0.50410503	0.4638946
-0.039547622	-0.04990754	0.100095496	-0.31197387	0.25859943	-0.055394243	0.07832067	0.13980809	-0.7268943	-0.3833103	-0.014074345	-0.10342131	0.12207161	0.013207276	-0.088693045	-0.20304467
0.5962515	0.39801654	-0.4318125	0.14954056	-0.19688167	0.5534452	-0.54325753	-0.34045124	-0.89829457	-0.24563155	0.5219745	0.41648206	-0.49462715	-0.51945335	0.487879	0.10187551
-0.42200837	-0.34459177	0.39945272	-0.37909758	0.39373407	-0.35580403	0.34211394	0.35165754	0.19503672	-0.25629961	-0.40174156	-0.35689598	0.411043	0.40216267	-0.4286696	-0.30759692
0.041927703	0.056648307	-0.0069738133	-0.056845583	0.05310317	0.0748951	-0.04317933	-0.010501127	-0.36392328	-0.08377485	0.0810983	-0.00078782684	-0.06213236	-0.05448282	0.10005149	-0.00660594
0.06967344	0.06622855	0.115846604	0.07247026	-0.07108776	0.010434134	-0.01186806	-0.1400717	0.7402019	0.35925126	-0.03127359	-0.009533147	-0.040474985	-0.0549309	0.06882118	0.108425066
0.106084295	0.046196733	-0.06467452	-0.10739438	0.09476873	0.05501337	-0.1308365	0.04579056	-0.6073427	-0.336621	0.058853325	0.008983469	-0.026376385	-0.10637718	0.105249085	-0.07385838
0.17269468	0.12325439	-0.12154134	0.17201036	-0.10598018	0.23312303	-0.13868058	-0.14330314	-0.31560534	-0.056234423	0.21129675	0.20241636	-0.16962345	-0.22472824	0.23943686	0.063649796
-0.03879282	-0.12397942	-0.02614952	-0.171694	0.21500225	-0.09359127	0.029729478	0.122310326	-0.8755704	-0.39867383	-0.015735779	-0.08452676	0.13260253	0.049237497	-0.13792323	-0.20714822
0.28762746	0.25035894	-0.120886005	0.35398632	-0.26644385	0.27704185	-0.28447562	-0.33124647	0.5987124	0.48065212	0.29953152	0.2472807	-0.32264984	-0.2696041	0.29060513	0.36906832
0.18587631	0.1798846	-0.10003015	0.102158666	-0.14385211	0.102338016	-0.14722164	-0.14887705	-0.06176234	0.032259822	0.14943895	0.09580647	-0.16294354	-0.18150382	0.20184971	0.09822602
-0.059527565	-0.08481377	0.021530474	-0.14041358	0.1022129	-0.015028347	-0.02482733	0.047446553	-0.4278703	-0.19433546	0.036947794	-0.030532297	0.011161881	0.07121233	-0.077190235	-0.14558329
-0.09188427	-0.08864155	0.10128041	-0.15103577	0.114727326	-0.09798531	0.08324105	0.07109559	-0.038721893	-0.014164878	-0.07037678	-0.07905262	0.094199024	0.10907452	-0.047806256	-0.0390643
-0.09598083	-0.0939081	0.15352125	-0.13152742	0.07559527	-0.12631446	0.10357883	0.020522675	0.36857578	0.046860367	-0.08090823	-0.14666092	0.07345605	0.07473783	-0.05125686	-0.06523645
0.19955188	0.095539615	-0.13753977	-0.12788062	0.0516793	0.25649282	-0.22262001	-0.0028263049	-0.84297895	-0.37837157	0.18495223	0.0206125	-0.1006504	-0.26123735	0.14708932	-0.08985563
0.38417283	0.34097207	-0.18386759	0.26032963	-0.27326423	0.40932846	-0.39142492	-0.37653822	0.21855	0.34897086	0.3219384	0.2988582	-0.37894595	-0.449004	0.48907873	0.23012468
-0.006794672	0.061991062	-0.026978517	-0.04762348	0.034063254	0.073113196	-0.05358812	-0.069379784	-0.055070613	-0.019602124	-0.014967315	-0.0146093685	-0.015830202	-0.032232028	-0.000947048	0.023186062
-0.13502204	-0.095330305	0.04660478	-0.061144654	0.01796519	-0.080768995	0.06449943	0.0427031	-0.114128135	-0.028123315	-0.052989166	-0.09645944	0.08804261	0.07602178	-0.0783134	-0.05615363
-0.18562064	-0.17430158	0.070649914	-0.11189152	0.11067699	-0.20460303	0.14633022	0.19298284	-0.19251364	-0.1246371	-0.15162303	-0.08933621	0.16521023	0.10953868	-0.1609177	-0.1681923
0.52671236	0.49523237	-0.49668655	0.34805995	-0.35141847	0.49660453	-0.4659177	-0.40647987	-0.38900572	0.09807967	0.45613685	0.47219482	-0.49177423	-0.5656196	0.50791764	0.25759134
0.59447265	0.5344369	-0.5061725	0.40376756	-0.4498986	0.6412439	-0.5786715	-0.48353738	-0.124386184	0.2389122	0.59147114	0.49702975	-0.5471598	-0.57799506	0.6137021	0.3370564
0.2704148	0.21474971	-0.25751606	-0.06724108	0.05256111	0.25317156	-0.2098726	-0.027744925	-0.8819942	-0.42977518	0.28684565	0.13122633	-0.2557088	-0.2904699	0.19272438	-0.11147186
0.22835907	0.26878875	-0.20245428	0.32827178	-0.256867	0.26775786	-0.29598778	-0.29782274	0.23228772	0.26075786	0.308844	0.2877461	-0.2535689	-0.28652248	0.2614983	0.21796595
-0.041965324	-0.14881057	0.050393417	-0.33222765	0.2762594	-0.047712162	0.080049284	0.23090103	-1.1006511	-0.6728248	-0.05628786	-0.16811626	0.12624809	0.029841684	-0.13246895	-0.3485897
-0.2812983	-0.18044733	0.17690226	-0.27862948	0.22691275	-0.20297803	0.200462	0.24488255	-0.18511757	-0.19267973	-0.24599852	-0.22347534	0.3082705	0.23601957	-0.2600765	-0.25665587
0.31779402	0.28721154	-0.44269192	-0.0337095	-0.05878209	0.2571096	-0.35083008	-0.06992505	-0.9484475	-0.42216533	0.34534252	0.3078441	-0.22169845	-0.35032776	0.251431	-0.08424725
0.16420141	0.16818818	-0.2091783	-0.03780442	-0.027461868	0.17908105	-0.19888036	-0.11752113	-0.3553943	-0.14439757	0.26447108	0.1612494	-0.1342932	-0.18559252	0.18144692	0.020811267
-0.02534375	-0.089402035	0.015015611	-0.23702359	0.22538239	-0.013698558	0.08981554	0.14119345	-0.6407466	-0.3839985	-0.070807494	-0.17531803	0.07419382	0.03891332	-0.045967832	-0.2495763
